文件名,问题描述,原文,译文
adv_dear_amao_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,今回の『N.I.A』には,似乎并未登记在
adv_dear_amao_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』に出場するはずの連中は、,原本要参加《FINALE》的那些人
adv_dear_amao_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『QUARTET』の合格者というだけで、,毕竟光是《QUARTET》合格者的头衔
adv_dear_amao_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,こんなイレギュラー、『N.I.A』の,这种违规行为应该向
adv_dear_amao_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,真の『FINALE』を。,真正的《FINALE》。
adv_dear_amao_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『星の王子さま』の原題なんですよ。,就是《小王子》的原版书名哦。
adv_dear_fktn_004.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,アルバイト先に『休む』と連絡を。,给打工的地方打电话请假。
adv_dear_fktn_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,課題を出される前に『それ』を,能告诉我为什么在接到课题前
adv_dear_fktn_006.txt,应使用日式引号'『』'保持一致,誰よりも『一緒に仕事をしたい,那就以成为「最想共事的偶像」
adv_dear_fktn_006.txt,应使用日式引号'『』'保持一致,アイドル』を目指しましょう。,为目标吧。
adv_dear_fktn_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,藤田さん。ライブを『歌を聴かせる場』,藤田小姐。你觉得演唱会
adv_dear_fktn_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,誰かさんが『下手』だぁ～、って。,都怪某个家伙整天说我
adv_dear_fktn_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,世界が『藤田ことね』に,这就是世界发现
adv_dear_fktn_010.txt,省略号应使用'……'而非'...',まさか、H.I.Fのことですか！？,难道是H.I.F大赛吗！？
adv_dear_fktn_011.txt,应使用日式引号'『』'保持一致,今回はちょうど『H.I.F』に,但这次正好能赶上
adv_dear_fktn_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,エ～ト……あたしたち『N.I.A』対策の,那个……我们不是在讨论
adv_dear_fktn_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,これが『N.I.A』対策です。,这就是备战方案。
adv_dear_fktn_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,こと『銀行の人』だって思ってるよ～）,"您是""银行职员""啦～）"
adv_dear_fktn_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,（『家族への紹介』……,"（""正式介绍给家人""……"
adv_dear_fktn_014.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『QUARTET』は……まさしく。,正是如此。
adv_dear_fktn_016.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』ランキングが,"""N.I.A""排行榜"
adv_dear_fktn_017.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』の優勝候補に躍り出た,"成为""N.I.A""夺冠热门的你，"
adv_dear_fktn_017.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』に、961プロ所属の,听说961事务所旗下的
adv_dear_fktn_017.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,アイドルとしての輝かしい『格』を、,"作为偶像闪耀的""格调""，"
adv_dear_fktn_017.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,（もしも、ことねが『N.I.A』で,（如果琴音没有在
adv_dear_fktn_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『よかった』じゃねーんだよ！,"才不是""太好了""呢！"
adv_dear_fktn_020.txt,应使用日式引号'『』'保持一致,きっと『H.I.F』では……,"在""H.I.F""的舞台上……"
adv_dear_fktn_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』では、,"在""N.I.A""时期"
adv_dear_fktn_020.txt,应使用日式引号'『』'保持一致,『H.I.F』当日まで続けてください！,"保持到""H.I.F""当天！"
adv_dear_hrnm_010.txt,省略号应使用'……'而非'...',夏のH.I.Fを目指しましょう。,让我们以夏季H.I.F为目标吧。
adv_dear_hrnm_010.txt,省略号应使用'……'而非'...',もし、夏のH.I.Fで――,如果，在夏季H.I.F上——
adv_dear_hrnm_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,私が『NEXT IDOL AUDITION』に？,让我参加《NEXT IDOL AUDITION》？
adv_dear_hrnm_011.txt,应使用日式引号'『』'保持一致,はい。『N.I.A』は『H.I.F』の,是的。《N.I.A》是获得
adv_dear_hrnm_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,この『NEXT IDOL AUDITION』は――,这次《NEXT IDOL AUDITION》——
adv_dear_hrnm_011.txt,应使用日式引号'『』'保持一致,夏の『H.I.F』の切符を掴める、,可能是抓住夏季《H.I.F》参赛资格
adv_dear_hrnm_011.txt,应使用日式引号'『』'保持一致,『H.I.F』の出場は難しいかと。,恐怕很难参加《H.I.F》了。
adv_dear_hrnm_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,最終試験『FINALE』を,向最终试炼《FINALE》
adv_dear_hrnm_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,では早速ですが、『N.I.A』攻略の,那么现在立刻开始
adv_dear_hrnm_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,……なるほど。『N.I.A』の出場を,……原来如此。是为了备战
adv_dear_hrnm_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,会長は、『N.I.A』に,会长不参加
adv_dear_hrnm_012.txt,应使用日式引号'『』'保持一致,ええ。今回は次の『H.I.F』に,嗯。这次要专心
adv_dear_hrnm_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』はファンを奪い合う、,那可是争夺粉丝的
adv_dear_hrnm_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『Love☆しすたぁず』時代の,《Love☆Sisters》时期的
adv_dear_hrnm_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,私が『リナぽよ』だった頃の……,"是我当年扮演""莉娜噗哟""的时候……"
adv_dear_hrnm_014.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,いえ、姫崎莉波『お姉さん』と,"不对，应该称呼您为姬崎莉波""姐姐"""
adv_dear_hrnm_014.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,せっかく『N.I.A』を辞退しやすいよう,明明特意为你们铺好了
adv_dear_hrnm_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,いよいよ、『QUARTET』ですね。,终于到了《QUARTET》的舞台呢。
adv_dear_hrnm_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,へぇ、ちゃんと『QUARTET』まで,诶，你真的顺利晋级到
adv_dear_hrnm_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『担当プロデューサーと熱愛中！？』,《与专属制作人热恋中！？》
adv_dear_hrnm_016.txt,应使用日式引号'『』'保持一致,次は『H.I.F』に向けて、,接下来要为《H.I.F》
adv_dear_hrnm_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』の審査員のお歴々が、,「N.I.A」的评委大人们
adv_dear_hrnm_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,……『FINALE』に出場する,……「FINALE」的
adv_dear_hrnm_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』の出場予定者なら、,「FINALE」的预定参赛者
adv_dear_hrnm_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,きみと一緒に戦ってきた『N.I.A』で、,因为我想和你一起
adv_dear_hrnm_019.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,――『FINALE』優勝、,——恭喜获得
adv_dear_hrnm_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』のお客さんをあてこんだ、,看来是街区祭典
adv_dear_hski_001.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『このままでは負ける』と思っている。,正想着「这样下去会输的」。
adv_dear_hski_002.txt,省略号应使用'……'而非'...',H.I.Fで勝ち残り、,要在H.I.F中胜出
adv_dear_hski_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,咲季さんにとって『妹に勝つ』とは,"对咲季来说，""战胜妹妹"""
adv_dear_hski_010-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,まだ見ぬ『外』のライバルたち……,"那些未曾谋面的""外界""竞争对手……"
adv_dear_hski_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『ファンが増えて喜ぶ咲季さん』の,可以上传《因粉丝增加而开心的咲季小姐》
adv_dear_hski_012.txt,应使用日式引号'『』'保持一致,ちゃんと『咲季さんは変なこと言って,给我好好说
adv_dear_hski_012.txt,应使用日式引号'『』'保持一致,ませんでした』って言いなさいよ！,"""咲季小姐没说奇怪的话""啊！"
adv_dear_hski_014.txt,应使用全角感叹号'！'而非半角'!',『SyngUp!』の元リーダーにして、,『SyngUp!』原队长
adv_dear_hski_014.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』で直接対決、,要在《FINALE》舞台正面对决对吧？
adv_dear_hski_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『QUARTET』よ！！,《QUARTET》！！
adv_dear_hski_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,元3組にして、『いまの花海佑芽』を,曾是第三组，如今更是能击败
adv_dear_hski_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』です。,《FINALE》。
adv_dear_hski_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『咲季様～』って。,"""咲季大人～""哦。"
adv_dear_hume_002.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,アイドルという『スポーツ競技』への,"是适应偶像这项""体育竞技""。"
adv_dear_hume_004.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,このアイドルという『競技』で、,"如果在这个叫偶像的""竞技""中，"
adv_dear_hume_004.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,どうすれば『咲季さんに勝った』と,要怎样才算
adv_dear_hume_004.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,お姉ちゃんに『負けた』って,让姐姐亲口说出
adv_dear_hume_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,――佑芽さん。今後『負けた』と,——佑芽小姐。从今以后
adv_dear_hume_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『咲季さんに勝つ』以外の,而且是以「超越咲季小姐」之外
adv_dear_hume_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『アイドルとして』最高の数値を持つ,我说过你拥有作为偶像
adv_dear_hume_008.txt,省略号应使用'……'而非'...',H.I.Fへの参加を確実なものに,为了确保能够参加H.I.F
adv_dear_hume_008.txt,省略号应使用'……'而非'...',はいっ！　H.I.Fは、,明白！H.I.F就是
adv_dear_hume_008.txt,省略号应使用'……'而非'...',H.I.Fは、咲季さんとの決戦の舞台。,H.I.F是你和咲季的决战舞台。
adv_dear_hume_009.txt,省略号应使用'……'而非'...',やっぱり、H.I.Fになりそうね。,果然还是要在H.I.F的舞台上了结呢。
adv_dear_hume_010-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,佑芽さんに『大好きなお姉ちゃん』,因为想给佑芽也安排个
adv_dear_hume_010-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『大嫌いなライバル』なんて,"比如""最讨厌的对手""之类的"
adv_dear_hume_011.txt,应使用日式引号'『』'保持一致,次の勝負は『H.I.F』になるかと,本来以为下次对决要等到
adv_dear_hume_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,屈指の『数値』を誇るアイドルです。,首屈一指的数值型偶像。
adv_dear_hume_012.txt,应使用全角感叹号'！'而非半角'!',『SyngUp!』の元リーダー,『SyngUp!』的原队长
adv_dear_hume_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』で直接対決、,在《FINALE》里要和我
adv_dear_hume_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,アイドルとして『圧倒的な数値』を,先获得作为偶像的
adv_dear_hume_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,彼女の実力は『N.I.A』を経て……,"她经过""N.I.A""历练后的实力……"
adv_dear_hume_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『成長した花海佑芽』と,"我觉得已经和""成长后的花海佑芽"""
adv_dear_hume_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,あれほどの『数値』を積めば、いかに,"只要积累到那种程度的""数值""，"
adv_dear_hume_016.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,御社は『プロデューサー』を,贵社根本就没有
adv_dear_hume_016.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『プロデューサー』の肩書が、,"""制作人""这个头衔"
adv_dear_hume_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』です。,《FINALE》。
adv_dear_hume_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,……『N.I.A』を通して、,"……通过""N.I.A""赛事，"
adv_dear_hume_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,その上で……『N.I.A』で優勝し、,"在此基础上……在""N.I.A""夺冠，"
adv_dear_hume_020.txt,应使用日式引号'『』'保持一致,『H.I.F』で優勝して、,"在""H.I.F""夺冠，"
adv_dear_jsna_001.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『一握りの頂点』ではなく、,"不是""一握之巅"""
adv_dear_jsna_001.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『世界一のアイドル』のみが――,"而是唯有""世界第一偶像""才——"
adv_dear_jsna_001.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,代わりに、私の『新しい夢』を,不过可以告诉你
adv_dear_jsna_002.txt,省略号应使用'……'而非'...',昨年度、H.I.Fで優勝し,自从去年在H.I.F夺冠
adv_dear_jsna_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,なにが『というわけ』なのか、,完全不明白「就是这样」
adv_dear_jsna_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,相応しい『場』を設けなくては。,必须准备相称的「舞台」才行。
adv_dear_jsna_007.txt,"应使用全角逗号'，'而非半角','",新しい私の姿を、ときに無様な姿を、,"将那个崭新的自己,连同偶尔的狼狈模样,"
adv_dear_jsna_007.txt,"应使用全角逗号'，'而非半角','",あなたは去年『一番星』になってから、,"自从去年成为『一番星』后,"
adv_dear_jsna_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『がんばってください』……と。,「请加油」……
adv_dear_jsna_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『かわいいです』……と。,「好可爱」……这样对我说。
adv_dear_jsna_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『トップアイドル』を,升华成为
adv_dear_jsna_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『最上位の偶像』に,向世人展现了……
adv_dear_jsna_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,星南さん……『次に来るアイドル』の,星南小姐……您作为现在被称为顶级偶像的人
adv_dear_jsna_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『軽く蹴散らしてしまいましょう』,"""轻松击溃就行了吧"""
adv_dear_jsna_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,大会の最終日を飾る『FINALE』の,作为大赛压轴环节的《FINALE》
adv_dear_jsna_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,おそらく『FINALE』の,预计会在《FINALE》的
adv_dear_jsna_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,私たちとは別に『N.I.A』の優勝者が,也就是说除了我们之外，
adv_dear_jsna_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『いまから学ぶことには意味がある』,"""现在开始学习才有意义"""
adv_dear_jsna_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ことね、あなたにも……『N.I.A』に,琴音，我希望你……
adv_dear_jsna_014.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『いままでとは違う方法』で、です。,"用""与以往不同的方法""来特训。"
adv_dear_jsna_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,――『QUARTET』。,"——""QUARTET""。"
adv_dear_jsna_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,あなたも出るのよ、『QUARTET』に。,"你也要参加""QUARTET""哦。"
adv_dear_jsna_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『私の目的』を果たすために、,"为了实现""我的目标""，"
adv_dear_jsna_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,それが『N.I.A』のルールだもの。,"这就是""N.I.A""的规则啊。"
adv_dear_jsna_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『QUARTET』があなたたちの墓場です！,"""QUARTET""将成为你们的坟墓！"
adv_dear_jsna_017.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『千奈ちゃん』の知名度は、,"""千奈酱""的知名度"
adv_dear_jsna_017.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,観客票が審査に影響する『N.I.A』では、,"在观众投票影响评分的""N.I.A""比赛里"
adv_dear_jsna_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,違うわね。私は『担当アイドル』の,不是哦。我是在担心
adv_dear_jsna_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』の優勝者を,我提前叫来了
adv_dear_jsna_019.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,あたしだけ『FINALE』にも,只有我没能参加
adv_dear_jsna_019.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,きっちり『FINALE』に、,你们可是堂堂正正
adv_dear_jsna_019.txt,应使用日式引号'『』'保持一致,ここにいる全員、『H.I.F』で,在场的所有人可都
adv_dear_jsna_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『NEXT IDOL AUDITION』……,《NEXT IDOL AUDITION》……
adv_dear_jsna_020.txt,句末应使用句号'。'而非英文句点'.',さて……『N.I.A』が終わって。,那么……《N.I.A》结束后
adv_dear_jsna_020.txt,应使用日式引号'『』'保持一致,まずは迫る『H.I.F』に向けて、,首先为了即将到来的《H.I.F》
adv_dear_jsna_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,続いて……『今後の方針』については、,接下来关于《今后方针》……
adv_dear_jsna_020.txt,应使用日式引号'『』'保持一致,もちろん『H.I.F』での優勝です。,在《H.I.F》中夺冠。
adv_dear_kcna_001.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,（本邦有数の大財閥『倉本グループ』）,"（日本屈指可数的财阀""仓本集团""）"
adv_dear_kcna_003.txt,省略号应使用'……'而非'...',倉本千奈を、今夏のH.I.Fで,命令你在今夏的H.I.F将仓本千奈
adv_dear_kcna_003.txt,省略号应使用'……'而非'...',しかも今夏のH.I.Fは、,而且今年夏天的H.I.F
adv_dear_kcna_003.txt,省略号应使用'……'而非'...',H.I.Fの参加権を得るため、,为了获得H.I.F参赛资格，
adv_dear_kcna_003.txt,省略号应使用'……'而非'...',今年のH.I.Fに参加させません。,参加今年的H.I.F。
adv_dear_kcna_004.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,軽い気持ちで『アイドルになりたい』,轻描淡写说出
adv_dear_kcna_004.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,……『親切な人だった』とは？,"为什么说是""体贴的人""？"
adv_dear_kcna_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『私よりも目立つな』って――,"""别比我显眼""——"
adv_dear_kcna_007.txt,省略号应使用'……'而非'...',H.I.Fに参加し、先生の解雇を防ぐ,因为参加H.I.F是
adv_dear_kcna_007.txt,省略号应使用'……'而非'...',大丈夫。H.I.Fに参加せずとも、,没关系。就算不参加H.I.F，
adv_dear_kcna_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,最初から『半年でクビになる』,其实您从一开始就做好了
adv_dear_kcna_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『当然のことです』でしょう？　,"""是理所当然的事""对吧？"
adv_dear_kcna_010-01.txt,应使用日式引号'『』'保持一致,ええと……『961式プロデュース術、,呃……《961式偶像培养术，
adv_dear_kcna_010-01.txt,应使用日式引号'『』'保持一致,その功罪と適切な運用について』……？,其功过与正确运用方法》……？
adv_dear_kcna_011.txt,应使用日式引号'『』'保持一致,極月学園と同じく『豊富な資金力を活用,和极月学园一样采用
adv_dear_kcna_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,そう……今回はこちらも『N.I.A』と,没错……这次我们也使用
adv_dear_kcna_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,千奈、わたしと『N.I.A』ランキングの,千奈，我们来互相看看
adv_dear_kcna_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,はいっ！　『N.I.A』ランキングを,是的！我们经常互相比较
adv_dear_kcna_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』ですわね！,是《FINALE》对吧！
adv_dear_kcna_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,胸を張って『FINALE』での,我要昂首挺胸地
adv_dear_kcna_016.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,わたくし、『N.I.A』を制覇して、,"我一定要称霸""N.I.A"""
adv_dear_kcna_017.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』で！,在《FINALE》见！
adv_dear_kcna_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』です。,《FINALE》。
adv_dear_kcna_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,今日、『FINALE』に,今天参加《FINALE》的
adv_dear_kcna_020.txt,应使用日式引号'『』'保持一致,今大会中、あなたは準『一番星』と,本次赛事中，你几乎称得上是
adv_dear_kcna_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『本来の実力』とは――,"所谓""真正实力""——"
adv_dear_kllj_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』です。,《FINALE》。
adv_dear_shro_003.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『先週よりも健康になる』こと。,"""要比上周更健康""。"
adv_dear_shro_003.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『立てるようになる』こと。,"""要学会站立""。"
adv_dear_shro_003.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『腕立て伏せを10回しろ』って,"下达""做十个俯卧撑""这种"
adv_dear_shro_003.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『担当アイドルを深く理解する』……,"""要深入了解负责的偶像""……"
adv_dear_shro_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『体重を少しでも増やす』こと。,"""尽量增加体重""。"
adv_dear_shro_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『歩けるようになる』こと。,"""学会正常走路""。"
adv_dear_shro_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,わたしのは『アイドルの歩行』,我说的不是
adv_dear_shro_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,篠澤さんの『アイドルの才能』に,关于篠泽小姐的
adv_dear_shro_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』の参加条件を,需要先满足
adv_dear_shro_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,あくまで『いちアイドルのファン活動』,至少将活动维持在
adv_dear_shro_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』で、優勝する。,在《FINALE》上夺冠。
adv_dear_shro_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,花海さんも、あなたも、『N.I.A』で,无论是花海同学，还是你，
adv_dear_shro_014.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,千奈ちゃんも『N.I.A』に,千奈也参加
adv_dear_shro_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『QUARTET』。,《QUARTET》。
adv_dear_shro_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』です。,《FINALE》。
adv_dear_shro_018.txt,应使用日式引号'『』'保持一致,『すごいな。本当に勝って,"我想的是""太厉害了"
adv_dear_shro_018.txt,应使用日式引号'『』'保持一致,しまったぞ』と、思いました。,"居然真的赢了""。"
adv_dear_shro_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『篠澤広はアイドルになれる』って。,"""篠泽广能成为偶像""。"
adv_dear_shro_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『アイドルの才能がある』って……,"也没说""她有偶像的才能""……"
adv_dear_shro_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『ない』であろうものを『ある』とは,不存在的东西
adv_dear_shro_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,彼女が『趣味で友達に勝つ』,"她""在兴趣上胜过朋友""这件事，"
adv_dear_shro_020.txt,应使用日式引号'『』'保持一致,以前……『あなたは俺の夢の役には,以前……你说过
adv_dear_shro_020.txt,应使用日式引号'『』'保持一致,立たない』と、そう言いましたね。,"""你对实现我的梦想毫无用处""对吧。"
adv_dear_ssmk_013.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』の運営に取り入って、,"说她和""N.I.A""运营方勾结"
adv_dear_ssmk_014.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』ランキング急上昇中の,但只要瞄准那些嫉妒
adv_dear_ssmk_017.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』ですよ。,是《FINALE》哦。
adv_dear_ssmk_017.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』で待ってるなんて……,"""在《FINALE》等着""这种话……"
adv_dear_ssmk_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,先の言葉通り、『FINALE』の参加資格を,正如我之前所说，恭喜你获得了
adv_dear_ttmr_001.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,（『いまの私』をスカウトしよう,（除了他也不会有人想招募
